Country,series,YR2000,YR2001,YR2002,YR2003,YR2004,YR2005,YR2006,YR2007,YR2008,YR2009,YR2010,YR2011,YR2012,YR2013,YR2014,YR2015,YR2016,YR2017,YR2018,YR2019,YR2020
El Salvador,secondary,54.8399314880371,57.1768608093262,60.6978416442871,64.1438369750977,67.8388290405273,67.6287612915039,67.4043807983398,67.3213119506836,66.1245803833008,66.7064819335938,68.1448218125398,69.7446217742312,70.8309781500769,72.2452860122263,71.3858349113676,70.725825383614,68.2966095615156,66.1074423967185,66.9325713689265,64.8486537180759,65.1837191291627
El Salvador,tertiary_male,18.5817699432373,17.9409294128418,18.7059307098389,19.7339496612549,20.5769195556641,21.2651901245117,22.0566997528076,23.3746490478516,24.048210144043,24.2879905700684,24.5128208785449,25.5149396821695,26.2101074807245,26.1528760998538,25.3016730826177,25.0338994771513,24.7103882259489,25.1874544128374,25.5525359162863,25.704868198455,27.9339061856277
El Salvador,tertiary,19.7553405761719,18.9663391113281,19.7187805175781,20.5764999389648,21.6425590515137,22.4542694091797,23.2541999816894,24.743709564209,25.5441799163818,25.9216804504394,26.3151708858206,27.32486420544,28.0979076272602,28.2731299038736,27.5441027812368,27.3929262374809,27.1794802471695,27.6409104549006,28.194336537252,28.5178063545936,30.9986370324013
El Salvador,secondary_female,53.2483711242676,55.8607711791992,59.3954086303711,63.2922401428223,67.1742630004883,67.4095611572266,67.9830932617188,68.2611923217773,67.0742568969727,67.4736785888672,68.8328162271063,70.2541252159409,71.454258159429,73.3605507980312,72.7385537934052,72.0438162131663,69.2825794984198,66.9212075557367,67.797487363072,66.123873218959,66.5137094782116
El Salvador,primary_female,103.803421020508,106.296661376953,108.002197265625,112.221199035645,115.813179016113,115.915649414062,115.008346557617,122.296012878418,111.887031555176,110.2197265625,109.624292833887,108.583511326412,107.505991121355,105.994878828948,104.732267441038,102.624059254264,100.789083991892,97.7321534917016,96.3862618519877,91.6569110684737,90.8669787400039
El Salvador,secondary_male,56.4735298156738,58.5291481018066,62.0342712402344,65.0141525268555,68.5135192871094,67.8492965698242,66.8282012939453,66.3955993652344,65.1986618041992,65.9638900756836,67.4823148740485,69.2558602009212,70.2346875177064,71.1804400136726,70.0966183574879,69.4721159318364,67.3603159589121,65.3354413650648,66.1129534337082,63.6423028296048,63.9290962124701
El Salvador,primary,107.374649047852,109.26634979248,111.444900512695,114.588432312012,117.880020141602,117.893600463867,116.765838623047,121.694122314453,113.391387939453,111.723289489746,111.703523728467,110.558314695839,109.439958408779,107.756009020989,106.234750251213,104.056527416248,101.843930228579,98.3138463687883,96.8014948340295,91.6274097482467,90.6579425663395
El Salvador,tertiary_female,20.8662796020508,19.9303207397461,20.6640892028809,21.3572196960449,22.6237602233887,23.5439891815186,24.3495407104492,25.9986305236816,26.9383907318115,27.4729804992676,28.0604106098378,29.111271358298,29.9929727794646,30.4298954010813,29.8457797604536,29.8273647369825,29.7354303269293,30.1860124452192,30.9405021685787,31.4494323716577,34.2040467088943
El Salvador,primary_male,110.892692565918,112.174880981445,114.797798156738,116.882202148438,119.873390197754,119.793296813965,118.448318481445,121.119232177734,114.825469970703,113.153518676758,113.677717167129,112.431268909271,111.27241504246,109.422544951591,107.653573948556,105.405990103213,102.835441201904,98.8591633488603,97.1899260536714,91.5998557281327,90.4627329104161
Estonia,tertiary_male,43.9538116455078,45.4543685913086,46.295051574707,48.0313987731934,49.0062484741211,51.0130996704102,51.5383110046387,52.1417388916016,50.5656700134277,50.1385917663574,51.9687614440918,55.4121894836426,57.7264785766602,60.6319999694824,61.0349884033203,60.01953125,58.9590187072754,58.0796585083008,58.2775802612305,58.7618103027344,57.7667083740234
Estonia,primary_male,104.875221252441,106.638282775879,106.713668823242,107.299728393555,106.352760314941,104.975250244141,103.958282470703,102.596557617188,101.284400939941,100.387351989746,99.8623962402344,99.1686477661133,98.4667434692383,97.643310546875,97.6550979614258,97.1802215576172,97.3409194946289,97.4161682128906,97.3812026977539,98.0676116943359,98.6495666503906
Estonia,secondary_female,98.1533813476562,98.5468215942383,101.218223571777,101.92537689209,103.808959960938,106.102340698242,106.238578796387,107.076751708984,107.321166992188,108.62345123291,110.668418884277,111.414039611816,111.909286499023,109.79280090332,107.761253356934,108.522552490234,112.33544921875,114.632881164551,114.272331237793,114.590209960938,115.08674621582
Estonia,secondary,95.0215377807617,96.2154312133789,99.0828704833984,99.0774383544922,101.44522857666,104.22184753418,104.028030395508,105.091178894043,105.395011901855,107.425552368164,110.888679504395,112.287406921387,112.536003112793,110.521713256836,107.685821533203,108.18879699707,111.596199035645,113.249786376953,112.759696960449,112.287200927734,112.527702331543
Estonia,tertiary,54.4018287658691,58.7174797058105,61.7471008300781,64.2222671508789,65.7773971557617,67.9843521118164,68.7950820922852,68.8220596313477,67.8356094360352,67.8494186401367,68.7101593017578,71.0235290527344,72.9364700317383,75.4523162841797,76.2024536132812,74.5832824707031,73.0334320068359,72.1369781494141,72.0659637451172,72.7060317993164,72.0443572998047
Estonia,primary,104.32495880127,105.54216003418,105.472816467285,105.654472351074,104.811653137207,103.570648193359,102.761779785156,101.679817199707,100.795516967773,100.181121826172,99.5972671508789,99.042839050293,98.3196105957031,97.6795196533203,97.5922622680664,97.1191482543945,97.2923431396484,97.2500534057617,97.4559478759766,98.1577224731445,98.3466720581055
Estonia,primary_female,103.732887268066,104.365669250488,104.147758483887,103.908699035645,103.184371948242,102.086647033691,101.497611999512,100.716049194336,100.275840759277,99.9605407714844,99.3147201538086,98.9099502563477,98.1646118164062,97.717903137207,97.5257568359375,97.0547714233398,97.2410125732422,97.0744171142578,97.5352783203125,98.2528381347656,98.0285034179688
Estonia,tertiary_female,65.4541702270508,72.8319702148438,78.0993270874023,81.3653411865234,83.4526672363281,85.8611526489258,86.9582290649414,86.4641723632812,86.0773468017578,86.6803131103516,86.5966186523438,87.6725387573242,89.1516571044922,91.3113708496094,92.3339004516602,89.8572006225586,87.7629165649414,86.8601989746094,86.4550094604492,87.2835311889648,87.1761779785156
Estonia,secondary_male,92.0912704467773,94.0322570800781,97.0828094482422,96.4132080078125,99.2420425415039,102.467643737793,101.962852478027,103.231666564941,103.582176208496,106.293029785156,111.097999572754,113.115509033203,113.128280639648,111.213562011719,107.614929199219,107.876052856445,110.899757385254,111.935600280762,111.31640625,110.108947753906,110.101760864258
Euro area,tertiary_female,57.5968284606934,59.4964599609375,61.4836502075195,63.5321311950684,65.612907409668,67.1065826416016,68.1565475463867,68.3647613525391,68.4482269287109,69.1178512573242,70.5543899536133,72.0798263549805,72.6981735229492,73.4071197509766,75.4836730957031,77.1696090698242,78.3246002197266,80.0915069580078,81.6565475463867,83.1466522216797,84.8504791259766
Euro area,secondary,103.357780456543,104.363250732422,104.744567871094,104.906600952148,103.947647094727,105.659561157227,106.141639709473,106.226913452148,106.84635925293,107.047309875488,108.635520935059,109.403747558594,108.290733337402,108.890731811523,108.222770690918,108.078437805176,107.324981689453,107.568962097168,107.819023132324,107.758697509766,108.483871459961
Euro area,secondary_female,103.415893554688,104.726371765137,105.037162780762,105.221038818359,104.333488464355,106.027038574219,106.404571533203,106.536880493164,107.129707336426,106.907577514648,108.396392822266,108.977081298828,107.805709838867,108.607147216797,107.928291320801,107.714622497559,107.162811279297,107.24112701416,107.565269470215,107.41471862793,108.211967468262
Euro area,tertiary_male,51.7706298828125,53.0851287841797,54.0609703063965,55.6774482727051,56.9712409973145,57.8668403625488,58.2972717285156,58.169620513916,58.1202087402344,58.5688705444336,60.0028610229492,61.2752685546875,62.0404815673828,62.7880783081055,64.6880798339844,65.9621276855469,66.4331817626953,67.5425109863281,68.3451232910156,69.368537902832,69.5434875488281
Euro area,primary,103.694633483887,103.899391174316,103.353088378906,103.33203125,103.387893676758,104.270568847656,104.140098571777,103.958572387695,103.675003051758,103.118118286133,102.682350158691,102.460876464844,102.172668457031,102.651466369629,101.977119445801,101.96607208252,101.62654876709,102.201881408691,102.323181152344,102.415031433105,102.390007019043
Euro area,primary_male,104.407943725586,104.370239257812,103.987922668457,103.894973754883,103.895668029785,104.816040039062,104.680709838867,104.484596252441,104.234939575195,103.573776245117,103.097457885742,102.776672363281,102.404327392578,102.802871704102,102.129508972168,102.113067626953,101.682350158691,102.503372192383,102.643989562988,102.574073791504,102.456382751465
Euro area,secondary_male,103.302268981934,104.017631530762,104.466293334961,104.607498168945,103.580757141113,105.310249328613,105.891662597656,105.932312011719,106.577201843262,107.179969787598,108.862449645996,109.808692932129,108.75080871582,109.15966796875,108.501953125,108.423149108887,107.477897644043,107.877502441406,108.058029174805,108.083381652832,108.740592956543
Euro area,primary_female,102.947418212891,103.403861999512,102.685279846191,102.739501953125,102.85343170166,103.696159362793,103.570648193359,103.404510498047,103.085540771484,102.638458251953,102.245536804199,102.128410339355,101.928718566895,102.491958618164,101.816551208496,101.811187744141,101.567672729492,101.884063720703,101.985153198242,102.247299194336,102.320022583008
Euro area,tertiary,54.636791229248,56.2347106933594,57.7058181762695,59.5358581542969,61.2149200439453,62.4031982421875,63.1356391906738,63.1724586486816,63.1868896484375,63.742259979248,65.1743316650391,66.5702667236328,67.2605895996094,67.9843521118164,69.9664688110352,71.4340972900391,72.2064819335938,73.6193008422852,74.7783737182617,76.0138626098633,76.9254837036133
